id,region,product,amount
332130,North,Widget,1.26
332131,West,Doohickey,1.95
332132,South,Widget,1.93
332133,West,Doohickey,1.72
332134,North,Widget,1.98
332135,North,Doohickey,0.27
332136,North,Widget,5.44
332137,North,Doohickey,8.83
332138,East,Widget,3.26
332139,North,Widget,2.79
332140,South,Gadget,6.17
332141,South,Doohickey,6.97
332142,West,Doohickey,9.48
332143,South,Widget,6.69
332144,North,Widget,7.98
332145,West,Doohickey,8.74
332146,West,Widget,1.48
332147,East,Widget,0.94
332148,West,Widget,1.26
332149,West,Gizmo,6.86
332150,North,Doohickey,5.82
332151,East,Gizmo,2.6
332152,East,Gizmo,9.72
332153,East,Gizmo,5.98
332154,North,Gizmo,2.83
332155,North,Gadget,4.34
332156,West,Widget,8.67
332157,West,Gizmo,6.36
332158,East,Doohickey,9.38
332159,West,Gadget,4.87
332160,North,Doohickey,1.94
332161,South,Gadget,2.08
332162,North,Gizmo,4.87
332163,East,Gizmo,6.35
332164,South,Doohickey,7.16
332165,East,Gizmo,9.27
332166,South,Gizmo,1.44
332167,North,Gadget,5.37
332168,South,Doohickey,1.73
332169,North,Doohickey,2.09
332170,West,Doohickey,1.78
332171,West,Gizmo,6.57
332172,North,Gadget,4.04
332173,North,Doohickey,6.97
332174,West,Widget,0.65
332175,North,Doohickey,0.59
332176,East,Doohickey,7.36
332177,North,Gadget,7.73
332178,West,Doohickey,8.48
332179,East,Gadget,0.36
332180,East,Doohickey,5.91
332181,East,Doohickey,7.22
332182,East,Widget,8.09
332183,North,Widget,2.42
332184,South,Widget,5.56
332185,North,Gizmo,3.06
332186,South,Doohickey,7.95
332187,East,Gadget,2.24
332188,West,Doohickey,3.74
332189,South,Doohickey,8.02
332190,South,Widget,8.05
332191,East,Gadget,5.33
332192,South,Gadget,5.76
332193,South,Gizmo,7.76
332194,South,Widget,6.69
332195,North,Widget,8.02
332196,South,Gizmo,7.44
332197,West,Gizmo,1.44
332198,West,Gizmo,9.43
332199,North,Widget,4.74
332200,North,Widget,6.13
332201,West,Gizmo,2.86
332202,East,Gadget,3.33
332203,East,Doohickey,0.7
332204,South,Gadget,4.81
332205,West,Gadget,2.59
332206,South,Gizmo,2.82
332207,West,Gadget,1.74
332208,East,Gadget,6.7
332209,West,Gadget,4.04
332210,East,Doohickey,5.41
332211,North,Widget,5.27
332212,North,Gizmo,9.86
332213,South,Doohickey,8.53
332214,North,Gizmo,8.29
332215,West,Gadget,9.11
332216,North,Gadget,4.23
332217,West,Gizmo,7.53
332218,North,Gadget,9.39
332219,South,Gizmo,7.16
332220,South,Widget,5.63
332221,North,Doohickey,2.25
332222,North,Doohickey,8.74
332223,West,Widget,3.57
332224,South,Doohickey,4.11
332225,West,Gizmo,3.44
332226,West,Doohickey,8.7
332227,West,Doohickey,9.55
332228,East,Doohickey,6.34
332229,North,Gadget,6.77
332230,South,Doohickey,4.0
332231,South,Gizmo,9.35
332232,East,Gadget,4.14
332233,West,Gizmo,1.71
332234,North,Gizmo,5.05
332235,West,Widget,4.5
332236,West,Gizmo,4.06
332237,North,Widget,4.13
332238,East,Doohickey,0.58
332239,North,Doohickey,8.07
332240,West,Gadget,5.16
332241,South,Gadget,5.57
332242,West,Widget,7.91
332243,South,Widget,2.8
332244,East,Gadget,4.65
332245,South,Gizmo,4.54
332246,South,Gadget,2.07
332247,West,Widget,9.9
332248,North,Doohickey,3.72
332249,South,Gizmo,7.57
332250,West,Widget,7.05
332251,North,Gadget,7.62
332252,East,Widget,8.23
332253,South,Widget,0.55
332254,South,Widget,5.2
332255,West,Doohickey,0.98
332256,East,Doohickey,1.53
332257,East,Widget,3.07
332258,East,Gizmo,3.37
332259,West,Doohickey,7.04
332260,West,Gizmo,9.05
332261,North,Doohickey,1.18
332262,North,Gadget,6.57
332263,North,Widget,2.13
332264,East,Gadget,6.97
332265,South,Widget,6.37
332266,South,Gizmo,2.82
332267,South,Widget,0.2
332268,North,Widget,9.7
332269,South,Widget,1.19
332270,South,Widget,5.05
332271,West,Widget,3.9
332272,East,Gizmo,3.33
332273,West,Gizmo,4.3
332274,North,Widget,8.51
332275,East,Gizmo,2.43
332276,East,Gadget,4.82
332277,North,Doohickey,0.34
332278,West,Gadget,4.83
332279,East,Gizmo,2.88
332280,West,Gizmo,9.16
332281,North,Widget,2.41
332282,South,Doohickey,5.95
332283,East,Doohickey,4.03
332284,North,Doohickey,9.18
332285,South,Doohickey,7.66
332286,East,Widget,4.16
332287,West,Doohickey,4.28
332288,North,Widget,5.37
332289,East,Gizmo,8.62
332290,West,Gizmo,6.52
332291,West,Gadget,7.85
332292,West,Doohickey,5.19
332293,East,Gadget,5.85
332294,North,Widget,4.74
332295,West,Doohickey,5.78
332296,North,Gadget,4.37
332297,North,Widget,9.53
332298,South,Widget,4.03
332299,East,Gizmo,0.79
332300,North,Doohickey,4.78
332301,East,Widget,0.61
332302,West,Widget,6.74
332303,South,Widget,7.79
332304,East,Gadget,6.04
332305,West,Gadget,4.12
332306,South,Gizmo,9.49
332307,South,Gizmo,3.91
332308,North,Gizmo,0.78
332309,North,Doohickey,0.11
332310,East,Gizmo,4.55
332311,West,Gizmo,4.83
332312,North,Gadget,5.63
332313,East,Doohickey,0.12
332314,South,Gizmo,9.06
332315,South,Doohickey,6.42
332316,East,Widget,2.65
332317,North,Widget,9.41
332318,South,Doohickey,8.13
332319,South,Gizmo,3.31
332320,North,Doohickey,8.62
332321,South,Gadget,7.86
332322,West,Gizmo,0.09
332323,West,Doohickey,8.51
332324,West,Gadget,1.63
332325,East,Gadget,4.96
332326,North,Widget,5.09
332327,West,Gizmo,0.61
332328,North,Widget,7.45
332329,North,Gadget,6.62
332330,South,Doohickey,0.39
332331,North,Gizmo,7.84
332332,West,Gadget,0.29
332333,South,Gadget,4.19
332334,East,Doohickey,8.36
332335,North,Widget,0.34
332336,North,Doohickey,5.15
332337,West,Doohickey,8.62
332338,South,Widget,5.67
332339,North,Gadget,4.94
332340,East,Gadget,1.58
332341,East,Doohickey,5.02
332342,South,Widget,4.6
332343,South,Widget,9.0
332344,East,Doohickey,0.95
332345,North,Widget,5.47
332346,East,Doohickey,0.07
332347,West,Gadget,2.32
332348,North,Doohickey,2.17
332349,South,Widget,0.53
332350,West,Doohickey,8.19
332351,West,Widget,8.89
332352,East,Gizmo,2.74
332353,East,Widget,2.17
332354,East,Gizmo,4.96
332355,West,Doohickey,2.41
332356,South,Widget,5.3
332357,East,Gadget,3.58
332358,North,Widget,5.98
332359,West,Gizmo,2.31
332360,South,Gadget,1.46
332361,East,Gadget,3.66
332362,East,Doohickey,0.79
332363,North,Doohickey,9.27
332364,North,Doohickey,7.99
332365,North,Gadget,6.53
332366,South,Widget,7.61
332367,North,Doohickey,2.0
332368,North,Widget,2.42
332369,East,Gizmo,8.95
332370,South,Widget,7.2
332371,West,Gadget,9.11
332372,South,Gizmo,7.72
332373,South,Doohickey,0.97
332374,North,Gadget,6.57
332375,North,Gadget,2.98
332376,North,Gizmo,8.53
332377,North,Doohickey,7.69
332378,East,Gadget,6.24
332379,South,Widget,4.54
332380,East,Doohickey,3.42
332381,East,Widget,2.47
332382,North,Widget,6.87
332383,South,Gizmo,0.58
332384,East,Gizmo,0.46
332385,South,Gizmo,4.39
332386,East,Gadget,3.78
332387,West,Gadget,7.73
332388,South,Gadget,6.0
332389,South,Gadget,5.42
332390,West,Gizmo,0.41
332391,South,Widget,9.78
332392,West,Widget,8.63
332393,East,Widget,5.07
332394,South,Doohickey,4.06
332395,East,Widget,7.22
332396,West,Doohickey,3.23
332397,North,Doohickey,2.87
332398,West,Doohickey,0.01
332399,West,Widget,0.89
332400,South,Gadget,2.25
332401,South,Doohickey,1.58
332402,North,Doohickey,2.42
332403,West,Gadget,3.6
332404,East,Doohickey,4.0
332405,East,Gadget,6.43
332406,East,Gizmo,3.05
332407,South,Doohickey,6.46
332408,South,Widget,0.14
332409,East,Widget,8.32
332410,East,Gadget,1.19
332411,North,Gadget,8.97
332412,South,Gizmo,7.08
332413,West,Gadget,1.18
332414,North,Doohickey,0.88
332415,East,Gadget,4.49
332416,South,Widget,8.58
332417,East,Gizmo,6.59
332418,North,Gizmo,3.77
332419,East,Gizmo,5.17
332420,North,Widget,9.22
332421,West,Gizmo,0.66
332422,North,Doohickey,8.78
332423,South,Widget,2.96
332424,North,Gizmo,0.99
332425,North,Doohickey,1.45
332426,West,Widget,1.82
332427,North,Gizmo,5.81
332428,South,Gizmo,7.71
332429,South,Doohickey,6.86
332430,West,Doohickey,1.68
332431,North,Gizmo,0.62
332432,South,Doohickey,4.55
332433,West,Gadget,6.14
332434,West,Doohickey,0.63
332435,South,Widget,7.1
332436,South,Gadget,2.31
332437,South,Gadget,0.27
332438,North,Gizmo,0.46
332439,East,Doohickey,9.08
332440,West,Gadget,8.74
332441,North,Doohickey,8.99
332442,West,Widget,7.73
332443,East,Gizmo,2.43
332444,West,Gadget,1.63
332445,North,Gadget,4.98
332446,South,Gizmo,3.98
332447,West,Widget,1.16
332448,West,Gadget,0.82
332449,West,Gizmo,7.91
332450,South,Widget,9.53
332451,East,Gizmo,5.8
332452,South,Gizmo,8.95
332453,South,Gizmo,3.79
332454,North,Widget,1.74
332455,West,Gadget,0.63
332456,North,Gadget,3.16
332457,East,Widget,7.43
332458,East,Doohickey,1.25
332459,North,Gadget,8.99
332460,North,Widget,2.36
332461,East,Gizmo,8.38
332462,East,Gadget,2.22
332463,East,Gizmo,8.08
332464,North,Widget,7.53
332465,North,Gizmo,3.23
332466,South,Gizmo,4.93
332467,West,Gadget,7.52
332468,North,Gadget,4.42
332469,East,Doohickey,9.52
332470,South,Gadget,1.87
332471,South,Doohickey,8.19
332472,North,Widget,1.31
332473,East,Doohickey,9.26
332474,West,Doohickey,0.64
332475,East,Doohickey,0.44
332476,East,Doohickey,6.14
332477,West,Gizmo,2.29
332478,South,Doohickey,9.77
332479,North,Doohickey,3.31
332480,West,Widget,0.58
332481,North,Gizmo,2.36
332482,South,Widget,5.85
332483,West,Gadget,8.86
332484,East,Gizmo,0.47
332485,East,Doohickey,1.37
332486,West,Gizmo,2.97
332487,West,Gizmo,8.21
332488,North,Gizmo,5.15
332489,South,Widget,9.45
332490,South,Gizmo,7.97
332491,East,Doohickey,8.32
332492,East,Gadget,0.12
332493,East,Doohickey,1.39
332494,South,Widget,7.45
332495,North,Gadget,1.25
332496,North,Gadget,0.5
332497,East,Doohickey,2.23
332498,South,Gadget,5.02
332499,South,Doohickey,9.88
332500,North,Widget,4.84
332501,East,Gadget,7.25
332502,East,Widget,9.8
332503,East,Gizmo,6.74
332504,East,Gizmo,1.63
332505,South,Gizmo,4.43
332506,South,Gizmo,9.53
332507,East,Doohickey,5.07
332508,West,Gadget,3.11
332509,East,Gadget,9.52
332510,East,Gadget,4.52
332511,South,Doohickey,3.65
332512,South,Doohickey,3.79
332513,East,Widget,6.65
332514,West,Gadget,0.54
332515,North,Doohickey,9.59
332516,West,Widget,3.2
332517,South,Doohickey,9.91
332518,West,Gizmo,2.02
332519,South,Widget,5.59
332520,South,Doohickey,5.23
332521,North,Widget,3.61
332522,South,Widget,8.77
332523,West,Gadget,0.82
332524,West,Gizmo,8.75
332525,West,Doohickey,1.71
332526,West,Gadget,2.26
332527,North,Widget,7.06
332528,East,Gizmo,6.72
332529,North,Doohickey,9.11
332530,North,Gadget,0.01
332531,South,Doohickey,4.08
332532,South,Gadget,3.61
332533,North,Doohickey,0.33
332534,North,Doohickey,9.02
332535,West,Gizmo,1.02
332536,North,Doohickey,3.12
332537,South,Gizmo,3.35
332538,North,Gizmo,1.63
332539,North,Widget,2.73
332540,South,Gadget,1.25
332541,West,Doohickey,8.85
332542,East,Doohickey,9.94
332543,South,Widget,2.74
332544,North,Gizmo,1.72
332545,East,Gizmo,7.97
332546,East,Widget,7.22
332547,East,Doohickey,7.01
332548,North,Gadget,3.49
332549,North,Widget,3.61
332550,North,Doohickey,7.12
332551,North,Gizmo,4.93
332552,West,Gizmo,2.68
332553,East,Widget,3.46
332554,West,Gadget,4.49
332555,North,Gizmo,6.75
332556,North,Gizmo,3.63
332557,North,Widget,4.82
332558,South,Gizmo,3.41
332559,West,Gadget,9.14
332560,South,Doohickey,6.18
332561,North,Gadget,4.24
332562,East,Gadget,1.24
332563,East,Doohickey,2.73
332564,South,Gadget,9.08
332565,West,Gadget,7.28
332566,South,Widget,9.41
332567,West,Widget,8.51
332568,North,Doohickey,1.64
332569,North,Gadget,6.2
332570,East,Gadget,4.57
332571,South,Widget,1.98
332572,East,Gizmo,8.35
332573,South,Widget,6.05
332574,East,Doohickey,6.06
332575,South,Widget,6.77
332576,West,Doohickey,3.79
332577,East,Doohickey,1.82
332578,East,Gizmo,8.15
332579,East,Gizmo,1.78
332580,South,Gizmo,7.42
332581,East,Doohickey,2.22
332582,South,Widget,7.97
332583,North,Widget,8.48
332584,North,Widget,0.64
332585,South,Doohickey,7.79
332586,North,Gizmo,2.79
332587,North,Gizmo,7.44
332588,North,Doohickey,0.61
332589,West,Gadget,3.7
332590,West,Gizmo,2.37
332591,West,Gizmo,5.68
332592,West,Widget,8.4
332593,West,Gadget,0.22
332594,East,Doohickey,5.1
332595,South,Gadget,8.96
332596,North,Widget,0.79
332597,North,Gizmo,6.03
332598,East,Widget,8.71
332599,South,Widget,5.7
332600,South,Widget,8.31
332601,East,Doohickey,2.36
332602,North,Gizmo,9.24
332603,East,Widget,1.38
332604,North,Doohickey,4.02
332605,North,Gizmo,8.26
332606,East,Gizmo,3.97
332607,North,Gadget,5.36
332608,East,Gadget,0.35
332609,West,Gadget,9.84
332610,North,Gadget,7.03
332611,East,Widget,3.94
332612,South,Gadget,3.66
332613,West,Gadget,8.86
332614,South,Doohickey,8.59
332615,North,Gizmo,6.4
332616,East,Doohickey,8.89
332617,West,Doohickey,8.49
332618,South,Doohickey,1.01
332619,West,Gizmo,3.1
332620,South,Gadget,8.81
332621,South,Gadget,6.65
332622,North,Gadget,8.1
332623,West,Widget,7.21
332624,South,Gadget,5.29
332625,East,Gizmo,9.68
332626,West,Doohickey,5.8
332627,North,Widget,4.24
332628,East,Doohickey,2.21
332629,East,Widget,1.8
332630,North,Gizmo,5.4
332631,West,Gizmo,5.86
332632,West,Doohickey,2.31
332633,South,Gadget,8.18
332634,North,Gizmo,2.61
332635,North,Doohickey,7.24
332636,East,Doohickey,2.56
332637,South,Doohickey,1.86
332638,South,Widget,8.68
332639,South,Gadget,9.42
332640,West,Widget,5.54
332641,South,Doohickey,7.6
332642,West,Doohickey,1.83
332643,East,Gizmo,0.82
332644,South,Widget,6.23
332645,East,Widget,7.78
332646,East,Doohickey,0.07
332647,South,Gadget,4.56
332648,West,Gizmo,6.73
332649,South,Doohickey,8.34
332650,East,Doohickey,8.9
332651,North,Gizmo,0.62
332652,West,Widget,3.41
332653,South,Doohickey,5.06
332654,East,Doohickey,9.85
332655,West,Gadget,4.44
332656,West,Gadget,3.93
332657,North,Gizmo,3.07
332658,East,Doohickey,8.26
332659,East,Gadget,6.15
332660,North,Gadget,3.62
332661,North,Doohickey,4.87
332662,South,Doohickey,1.43
332663,West,Gadget,6.89
332664,South,Gizmo,3.69
332665,South,Doohickey,4.8
332666,North,Gizmo,0.47
332667,North,Doohickey,1.49
332668,West,Gadget,5.75
332669,West,Widget,0.23
332670,West,Doohickey,1.93
332671,East,Doohickey,8.9
332672,North,Doohickey,0.09
332673,West,Gizmo,2.41
332674,South,Widget,7.58
332675,North,Gizmo,4.75
332676,North,Gadget,7.34
332677,South,Gizmo,2.23
332678,East,Widget,3.46
332679,South,Gizmo,2.34
332680,East,Gizmo,5.68
332681,West,Gadget,8.8
332682,North,Gizmo,1.54
332683,East,Doohickey,1.39
332684,East,Widget,8.47
332685,East,Gadget,1.27
332686,West,Gizmo,0.02
332687,West,Gizmo,6.05
332688,South,Gadget,9.38
332689,West,Gadget,6.52
332690,East,Gadget,0.84
332691,North,Gadget,6.26
332692,West,Doohickey,4.88
332693,North,Gadget,8.39
332694,West,Gizmo,5.11
332695,West,Gadget,9.15
332696,East,Gizmo,6.22
332697,East,Widget,5.98
332698,South,Gadget,0.34
332699,North,Gizmo,9.45
332700,South,Gadget,5.65
332701,East,Doohickey,1.6
332702,West,Gizmo,4.98
332703,South,Gizmo,0.67
332704,West,Gizmo,4.12
332705,West,Gizmo,1.15
332706,South,Doohickey,9.2
332707,West,Gizmo,0.97
332708,South,Widget,0.2
332709,North,Gadget,2.23
332710,South,Doohickey,2.54
332711,West,Gadget,0.49
332712,West,Gizmo,2.43
332713,South,Doohickey,7.87
332714,North,Gizmo,2.05
332715,East,Doohickey,9.15
332716,East,Widget,9.77
332717,South,Widget,6.34
332718,South,Gizmo,6.96
332719,North,Gadget,6.52
332720,East,Gizmo,7.51
332721,East,Widget,9.62
332722,East,Gizmo,8.2
332723,North,Gadget,7.9
332724,East,Widget,8.23
332725,West,Widget,6.22
332726,East,Gadget,3.9
332727,West,Doohickey,3.19
332728,West,Gizmo,0.15
332729,East,Gadget,5.9
332730,West,Gizmo,4.18
332731,South,Gadget,7.68
332732,North,Doohickey,7.43
332733,North,Widget,6.85
332734,North,Gadget,1.43
332735,North,Gizmo,6.26
332736,West,Widget,9.93
332737,South,Gizmo,8.08
332738,West,Gizmo,4.31
332739,East,Doohickey,5.35
332740,South,Gadget,1.82
332741,West,Doohickey,2.41
332742,South,Gadget,6.62
332743,North,Gizmo,8.88
332744,West,Doohickey,1.51
332745,South,Gizmo,7.87
332746,South,Widget,4.48
332747,South,Gizmo,7.72
332748,West,Doohickey,7.58
332749,East,Doohickey,7.9
332750,East,Gadget,7.73
332751,North,Widget,3.92
332752,East,Doohickey,7.8
332753,East,Gadget,3.24
332754,East,Gizmo,4.12
332755,South,Doohickey,3.96
332756,North,Doohickey,1.17
332757,East,Doohickey,0.71
332758,South,Widget,7.18
332759,North,Gizmo,7.67
332760,East,Widget,5.05
332761,South,Doohickey,6.96
332762,East,Doohickey,1.3
332763,South,Gadget,1.76
332764,West,Widget,2.2
332765,West,Gizmo,7.29
332766,North,Widget,0.05
332767,South,Gadget,9.75
332768,West,Doohickey,4.88
332769,South,Widget,2.63
332770,South,Widget,6.01
332771,South,Widget,2.27
332772,West,Gizmo,5.83
332773,North,Widget,9.82
332774,West,Gizmo,3.38
332775,North,Widget,4.36
332776,West,Widget,8.23
332777,East,Gadget,3.24
332778,East,Gizmo,6.57
332779,South,Gizmo,8.89
332780,South,Gizmo,9.52
332781,South,Doohickey,7.94
332782,East,Widget,0.99
332783,South,Gadget,7.75
332784,East,Widget,6.16
332785,West,Gadget,7.33
332786,South,Gizmo,4.27
332787,North,Gizmo,4.76
332788,East,Widget,9.18
332789,North,Doohickey,0.55
332790,North,Doohickey,9.12
332791,West,Widget,7.09
332792,North,Gadget,2.63
332793,North,Gizmo,7.62
332794,West,Gizmo,1.12
332795,North,Gizmo,4.12
332796,West,Gizmo,9.77
332797,West,Doohickey,2.54
332798,East,Widget,7.57
332799,North,Gizmo,5.51
332800,North,Doohickey,4.15
332801,South,Gizmo,7.23
332802,West,Widget,5.76
332803,West,Widget,2.41
332804,South,Gadget,5.32
332805,East,Doohickey,1.72
332806,South,Gadget,1.67
332807,North,Widget,8.54
332808,South,Gizmo,1.41
332809,South,Gadget,8.39
332810,North,Gadget,2.61
332811,South,Gizmo,0.19
332812,East,Doohickey,3.33
332813,South,Gadget,0.63
332814,East,Gadget,9.76
332815,East,Gizmo,6.73
332816,South,Doohickey,7.74
332817,West,Gadget,8.76
332818,East,Gizmo,9.06
332819,West,Doohickey,5.79
332820,North,Gadget,8.61
332821,South,Gadget,8.53
332822,South,Widget,1.46
332823,West,Gizmo,9.63
332824,East,Doohickey,9.53
332825,East,Gadget,0.19
332826,East,Doohickey,5.96
332827,West,Gizmo,1.86
332828,East,Doohickey,1.51
332829,West,Gadget,8.28
332830,North,Gizmo,1.51
332831,West,Gizmo,6.07
332832,South,Doohickey,3.55
332833,West,Doohickey,5.13
332834,West,Widget,6.13
332835,South,Gadget,0.57
332836,South,Gizmo,5.6
332837,North,Widget,3.41
332838,West,Gizmo,4.33
332839,North,Widget,5.65
332840,East,Doohickey,6.22
332841,East,Doohickey,5.5
332842,North,Gizmo,6.2
332843,South,Gadget,2.72
332844,North,Widget,9.71
332845,East,Gadget,0.13
332846,North,Doohickey,4.25
332847,East,Gizmo,6.63
332848,North,Doohickey,9.74
332849,South,Doohickey,9.11
332850,North,Doohickey,6.45
332851,South,Gizmo,5.58
332852,North,Widget,9.47
332853,North,Doohickey,9.41
332854,North,Gizmo,6.34
332855,East,Gizmo,4.99
332856,North,Gizmo,0.16
332857,East,Gadget,8.65
332858,East,Gadget,3.91
332859,North,Widget,4.52
332860,West,Doohickey,3.15
332861,South,Doohickey,4.1
332862,West,Gadget,2.97
332863,West,Widget,9.88
332864,East,Doohickey,2.37
332865,South,Widget,8.21
332866,South,Doohickey,3.65
332867,West,Widget,3.44
332868,East,Doohickey,7.04
332869,North,Gadget,6.06
332870,North,Doohickey,1.0
332871,West,Gizmo,0.3
332872,East,Doohickey,6.99
332873,West,Gizmo,2.31
332874,West,Gizmo,3.11
332875,South,Doohickey,8.96
332876,East,Widget,5.11
332877,South,Gizmo,8.41
332878,East,Widget,4.68
332879,West,Gizmo,8.07
332880,West,Doohickey,4.21
332881,North,Doohickey,2.5
332882,South,Doohickey,4.71
332883,West,Gizmo,3.49
332884,North,Widget,8.2
332885,North,Gadget,7.71
332886,South,Widget,9.1
332887,North,Widget,2.16
332888,North,Gizmo,9.48
332889,South,Widget,6.47
332890,East,Gizmo,1.62
332891,North,Gizmo,1.97
332892,North,Widget,7.58
332893,North,Gizmo,1.28
332894,South,Widget,9.47
332895,West,Gizmo,9.18
332896,South,Gizmo,6.14
332897,South,Gadget,4.78
332898,South,Gizmo,1.59
332899,South,Widget,7.47
332900,North,Gadget,7.89
332901,East,Doohickey,4.47
332902,East,Doohickey,0.92
332903,East,Gizmo,5.3
332904,North,Gizmo,0.03
332905,North,Gizmo,9.96
332906,East,Gizmo,4.04
332907,East,Widget,0.57
332908,North,Gizmo,4.56
332909,North,Widget,3.03
332910,North,Gadget,4.05
332911,East,Doohickey,4.34
332912,South,Gadget,0.91
332913,North,Gadget,3.38
332914,West,Gadget,5.33
332915,East,Widget,7.51
332916,North,Gizmo,0.56
332917,West,Widget,5.5
332918,East,Widget,1.09
332919,South,Widget,7.24
332920,South,Gadget,5.84
332921,South,Gadget,4.42
332922,North,Gadget,7.09
332923,South,Doohickey,2.14
332924,South,Gadget,7.67
332925,South,Gizmo,0.66
332926,West,Widget,7.75
332927,West,Doohickey,7.77
332928,East,Gizmo,9.51
332929,West,Gadget,7.38
332930,East,Gizmo,2.8
332931,North,Widget,6.68
332932,West,Doohickey,7.1
332933,South,Gizmo,4.94
332934,West,Gizmo,5.76
332935,East,Gizmo,9.51
332936,East,Gizmo,6.43
332937,South,Gadget,0.79
332938,North,Widget,7.52
332939,West,Doohickey,6.23
332940,West,Doohickey,4.48
332941,East,Doohickey,5.01
332942,North,Doohickey,1.03
332943,West,Doohickey,9.2
332944,North,Gizmo,0.04
332945,East,Doohickey,4.35
332946,East,Gadget,5.75
332947,South,Doohickey,2.09
332948,West,Gadget,4.36
332949,West,Widget,0.24
332950,South,Gizmo,2.49
332951,East,Gadget,1.29
332952,North,Gadget,3.78
332953,West,Widget,8.35
